timestamp,user,token_type,token_id,id
2023-07-18,0x8e40513647ec990106b9315fa8ffd4eed91a7384,ERC721,168936110,0x7a5e7c9755dc730239413d69eadf96dba8f41acf7671289286e3505a1d9b1f30
2023-07-18,0x8e40513647ec990106b9315fa8ffd4eed91a7384,ERC721,95237420,0xb6b2287bf23678cfb9068e67e99c4d96ac42827486f3d5e982b8b68c7801270e
2023-07-18,0x8e40513647ec990106b9315fa8ffd4eed91a7384,ERC721,234330200,0xaae6c72567122074cf324f75e1403d544d63b33749445884e83b1a641f009f8c
2023-07-18,0xe55c729b30f179ac18fac3160bc1adb2c8232bd1,ERC721,243541660,0x4884febbd5f6b1464fc0c6008927afffbccf1c0c519c5a631be101cdc001b5e4
2023-07-18,0xe55c729b30f179ac18fac3160bc1adb2c8232bd1,ERC721,223078983,0xcc52ce325af8afc179cb5b040a729ac39acf39532f772c0964a7365b1d9e3b19
2023-07-18,0x8e40513647ec990106b9315fa8ffd4eed91a7384,ERC721,151555651,0x8424c309d5823cc05513ef6df6a8aa5d86addc225114a1d2c97579804cb20a60
2023-07-18,0x8e40513647ec990106b9315fa8ffd4eed91a7384,ERC721,146974178,0x9479527e3956385f3362f01c87c03c2aa3e6228fb6b0dd13730f76a585732cf3
2023-07-18,0xe55c729b30f179ac18fac3160bc1adb2c8232bd1,ERC721,243541600,0x17fd25fafb157dcd8d58b37ccc9b61e34348a01e3aea7bdb044614c382882349
2023-07-18,0xe55c729b30f179ac18fac3160bc1adb2c8232bd1,ERC721,243541652,0xd0e0ccdc9187cfb6f2f2830d7a9157710299adf6f3e3fc03c017a1e34a2279ee
2023-07-18,0xe55c729b30f179ac18fac3160bc1adb2c8232bd1,ERC721,243541611,0xed679107098d42d4d154caedcafd6814c2cab2ddda1b65bd26d1dc8efade3807
2023-07-18,0x8e40513647ec990106b9315fa8ffd4eed91a7384,ERC721,235558135,0x899fabfe4667634db237e992539567b0233fc3a65eadb58ca1ff6b3849c86cc6
2023-07-18,0x8e40513647ec990106b9315fa8ffd4eed91a7384,ERC721,234484318,0xee5fe54245c4dd5e751f522551b4cfad1e87144595ceab24d5e2ac4a6230c972
2023-07-18,0x8e40513647ec990106b9315fa8ffd4eed91a7384,ERC721,139784986,0xef308b20ce2459f34ef7561c55b51d1d68122f36c533820b9c40b6626ebf0009
2023-07-18,0x8e40513647ec990106b9315fa8ffd4eed91a7384,ERC721,138593485,0x06a047ce4b0a236795c0b8ed0cbd0486cda91323dcca164e5221dcd575c65edc
2023-07-18,0xe9cf1ca6e699105c1d8109b6bd101ef32d81df02,ERC721,214046148,0xc6c933de13128113171963801f2e98ce78f4fd4aa5b88ba3bf12c0b7a04721e2
2023-07-18,0xe9cf1ca6e699105c1d8109b6bd101ef32d81df02,ERC721,243528292,0x1ae9de1d1aa1cbee4fd3496c8b6e7cd55d91ea52c83b3629831ccb87a39c697e
2023-07-18,0xe9cf1ca6e699105c1d8109b6bd101ef32d81df02,ERC721,225761749,0x0f222f05a9bf565fe3ecc50a654b19cd4afd13070cc1d244adc803918360db83
2023-07-18,0xe9cf1ca6e699105c1d8109b6bd101ef32d81df02,ERC721,243528286,0xbe3662dca937aed118ab7948d2700632428c76f1c733840c3863291dc0ab7aab
2023-07-18,0xe9cf1ca6e699105c1d8109b6bd101ef32d81df02,ERC721,243528280,0xd7380f64c582e0719260b3cb53995bb94d1e92d747d4e5de20862c221a1e5f0a
2023-07-18,0x8e40513647ec990106b9315fa8ffd4eed91a7384,ERC721,32425353,0xa55e9769e8463d6b0fc131f20c77878ba56e57b9201dbc8efe7806450538f951
2023-07-18,0x8e40513647ec990106b9315fa8ffd4eed91a7384,ERC721,29020735,0xef87112c82210340d118517591457b4c35c9f5b8202b57c35bbd0ca9635dbee1
2023-07-18,0x8e40513647ec990106b9315fa8ffd4eed91a7384,ERC721,233738727,0xedda3dc30fa06d5a2610f74a729672ba649fa0523ba21687c5f0ccc31dd4dd8f
2023-07-18,0x8e40513647ec990106b9315fa8ffd4eed91a7384,ERC721,222508285,0x94b5ab0cddb3c06621aa8b1354f70ff3fa0a87a94b35ec998770df6ff493364e
2023-07-18,0x8e40513647ec990106b9315fa8ffd4eed91a7384,ERC721,220875208,0x4942d568ecbd876e80f3b4b2542a73a29370034e0d48790e40c15678edf0b8f4
2023-07-18,0x8e40513647ec990106b9315fa8ffd4eed91a7384,ERC721,220875172,0x53d286a677b735dd3cce1eae2022ab188a4e67d5c38fa9b417965f8207290731
2023-07-18,0x8e40513647ec990106b9315fa8ffd4eed91a7384,ERC721,233222158,0xb1625c9ad5e3444f70072b388b4ba629f9f59fb7785d6d0d52fcb02fd8328f7c
2023-07-18,0x8e40513647ec990106b9315fa8ffd4eed91a7384,ERC721,160565062,0xeedd33e1b4f20229a2a71477ff71e2c1079018637378b8d735478a43b84515c7
2023-07-18,0x8e40513647ec990106b9315fa8ffd4eed91a7384,ERC721,160565061,0xaf55ab3142c13d65730522059f53919412fcabbeab4bc65e4e88a48b041c75d0
2023-07-18,0x50d09425fdf7e990a0aaa8ac6fdccc6086479f86,ERC721,199678519,0x6a7c8d81e401899084f440886adc0805a32b7524d3c7e3c00c5a9f52ae731d3f
2023-07-18,0x50d09425fdf7e990a0aaa8ac6fdccc6086479f86,ERC721,241752494,0xc6e208a03d586e90c732657b358f5574ebfe03d6e9202750f1fe8b09e9f37936
2023-07-18,0x50d09425fdf7e990a0aaa8ac6fdccc6086479f86,ERC721,242649736,0x9c8f4009ccac01a26622df8fc92aff21442e84bac474227cf2764106af2fb5e8
2023-07-18,0x50d09425fdf7e990a0aaa8ac6fdccc6086479f86,ERC721,241318405,0x9e7f113fad65cbeb607d5a2fd8725b3cd57f38db278e4e0f082ef6e4fae9dba2
2023-07-18,0x50d09425fdf7e990a0aaa8ac6fdccc6086479f86,ERC721,199977312,0x4eeaeb903d18f0a5d7df133e86f6279a8c3323d9eda6dd9553fcb49099a81967
2023-07-18,0x8e40513647ec990106b9315fa8ffd4eed91a7384,ERC721,164846277,0xfc95cd33bf6a337a3171a72585d2b16dbef19f0fdb4b6985465487402050d19a
2023-07-18,0x8e40513647ec990106b9315fa8ffd4eed91a7384,ERC721,79797908,0xfeab6ce7101ba1f127a0f49c7f798985288625d7d7217ee6c982504346c5b9b9
